,time_steps,zmu,random_increments_recharge,index_zmu
252,19:30,1001115,870,1062
253,19:40,1001115,1160,1062
254,19:50,1001115,1450,1062
255,20:00,1001115,0,1062
256,20:10,1001115,290,1062
257,20:20,1001115,580,1062
258,20:30,1001115,870,1062
259,20:40,1001115,1160,1062
260,20:50,1001115,1450,1062
261,21:00,1001115,0,1062
262,21:10,1001115,290,1062
263,21:20,1001115,580,1062
264,21:30,1001115,870,1062
265,21:40,1001115,1160,1062
266,21:50,1001115,1450,1062
267,22:00,1001115,0,1062
268,22:10,1001115,280,1062
269,22:20,1001115,550,1062
270,22:30,1001115,765,1062
271,22:40,1001115,960,1062
272,22:50,1001115,1150,1062
273,07:50,1001123,425,1157
274,08:00,1001123,0,1157
275,08:10,1001123,120,1157
276,08:20,1001123,270,1157
277,08:30,1001123,480,1157
278,08:40,1001123,780,1157
279,08:50,1001123,950,1157
280,09:00,1001123,0,1157
281,09:10,1001123,225,1157
282,09:20,1001123,460,1157
283,09:30,1001123,705,1157
284,09:40,1001123,1080,1157
285,09:50,1001123,1350,1157
286,10:00,1001123,0,1157
287,10:10,1001123,280,1157
288,10:20,1001123,560,1157
289,10:30,1001123,840,1157
290,10:40,1001123,1120,1157
291,10:50,1001123,1400,1157
292,11:00,1001123,0,1157
293,11:10,1001123,280,1157
294,11:20,1001123,560,1157
295,11:30,1001123,840,1157
296,11:40,1001123,1120,1157
297,11:50,1001123,1400,1157
298,12:00,1001123,0,1157
299,12:10,1001123,280,1157
300,12:20,1001123,560,1157
301,12:30,1001123,840,1157
302,12:40,1001123,1120,1157
303,12:50,1001123,1400,1157
304,13:00,1001123,0,1157
305,13:10,1001123,280,1157
306,13:20,1001123,560,1157
307,13:30,1001123,840,1157
308,13:40,1001123,1120,1157
309,13:50,1001123,1400,1157
310,14:00,1001123,0,1157
311,14:10,1001123,280,1157
312,14:20,1001123,560,1157
313,14:30,1001123,840,1157
314,14:40,1001123,1120,1157
315,14:50,1001123,1400,1157
316,15:00,1001123,0,1157
317,15:10,1001123,280,1157
318,15:20,1001123,560,1157
319,15:30,1001123,840,1157
320,15:40,1001123,1120,1157
321,15:50,1001123,1400,1157
322,16:00,1001123,0,1157
323,16:10,1001123,280,1157
324,16:20,1001123,560,1157
325,16:30,1001123,840,1157
326,16:40,1001123,1120,1157
327,16:50,1001123,1400,1157
328,17:00,1001123,0,1157
329,17:10,1001123,280,1157
330,17:20,1001123,560,1157
331,17:30,1001123,840,1157
332,17:40,1001123,1120,1157
333,17:50,1001123,1400,1157
334,18:00,1001123,0,1157
335,18:10,1001123,280,1157
336,18:20,1001123,560,1157
337,18:30,1001123,840,1157
338,18:40,1001123,1120,1157
339,18:50,1001123,1400,1157
340,19:00,1001123,0,1157
341,19:10,1001123,280,1157
342,19:20,1001123,560,1157
343,19:30,1001123,840,1157
344,19:40,1001123,1120,1157
345,19:50,1001123,1400,1157
346,20:00,1001123,0,1157
347,20:10,1001123,280,1157
348,20:20,1001123,560,1157
349,20:30,1001123,840,1157
350,20:40,1001123,1120,1157
351,20:50,1001123,1400,1157
352,21:00,1001123,0,1157
353,21:10,1001123,280,1157
354,21:20,1001123,560,1157
355,21:30,1001123,840,1157
356,21:40,1001123,1120,1157
357,21:50,1001123,1400,1157
358,22:00,1001123,0,1157
359,22:10,1001123,275,1157
360,22:20,1001123,530,1157
361,22:30,1001123,735,1157
362,22:40,1001123,900,1157
363,22:50,1001123,1050,1157
364,07:50,1001117,375,1162
365,08:00,1001117,0,1162
366,08:10,1001117,120,1162
367,08:20,1001117,260,1162
368,08:30,1001117,450,1162
369,08:40,1001117,860,1162
370,08:50,1001117,1025,1162
371,09:00,1001117,0,1162
372,09:10,1001117,260,1162
373,09:20,1001117,580,1162
374,09:30,1001117,900,1162
375,09:40,1001117,1400,1162
376,09:50,1001117,1725,1162
377,10:00,1001117,0,1162
378,10:10,1001117,360,1162
379,10:20,1001117,720,1162
380,10:30,1001117,1080,1162
381,10:40,1001117,1440,1162
382,10:50,1001117,1800,1162
383,11:00,1001117,0,1162
384,11:10,1001117,360,1162
385,11:20,1001117,720,1162
386,11:30,1001117,1080,1162
387,11:40,1001117,1440,1162
388,11:50,1001117,1800,1162
389,12:00,1001117,0,1162
390,12:10,1001117,360,1162
391,12:20,1001117,720,1162
392,12:30,1001117,1080,1162
393,12:40,1001117,1440,1162
394,12:50,1001117,1800,1162
395,13:00,1001117,0,1162
396,13:10,1001117,360,1162
397,13:20,1001117,720,1162
398,13:30,1001117,1080,1162
399,13:40,1001117,1440,1162
400,13:50,1001117,1800,1162
401,14:00,1001117,0,1162
402,14:10,1001117,360,1162
403,14:20,1001117,720,1162
404,14:30,1001117,1080,1162
405,14:40,1001117,1440,1162
406,14:50,1001117,1800,1162
407,15:00,1001117,0,1162
408,15:10,1001117,360,1162
409,15:20,1001117,720,1162
410,15:30,1001117,1080,1162
411,15:40,1001117,1440,1162
412,15:50,1001117,1800,1162
413,16:00,1001117,0,1162
414,16:10,1001117,360,1162
415,16:20,1001117,720,1162
416,16:30,1001117,1080,1162
417,16:40,1001117,1440,1162
418,16:50,1001117,1800,1162
419,17:00,1001117,0,1162
420,17:10,1001117,360,1162
421,17:20,1001117,720,1162
422,17:30,1001117,1080,1162
423,17:40,1001117,1440,1162
424,17:50,1001117,1800,1162
425,18:00,1001117,0,1162
426,18:10,1001117,360,1162
427,18:20,1001117,720,1162
428,18:30,1001117,1080,1162
429,18:40,1001117,1440,1162
430,18:50,1001117,1800,1162
431,19:00,1001117,0,1162
432,19:10,1001117,360,1162
433,19:20,1001117,720,1162
434,19:30,1001117,1080,1162
435,19:40,1001117,1440,1162
436,19:50,1001117,1800,1162
437,20:00,1001117,0,1162
438,20:10,1001117,360,1162
439,20:20,1001117,720,1162
440,20:30,1001117,1080,1162
441,20:40,1001117,1440,1162
442,20:50,1001117,1800,1162
443,21:00,1001117,0,1162
444,21:10,1001117,360,1162
445,21:20,1001117,720,1162
446,21:30,1001117,1080,1162
447,21:40,1001117,1440,1162
448,21:50,1001117,1800,1162
449,22:00,1001117,0,1162
450,22:10,1001117,350,1162
451,22:20,1001117,680,1162
452,22:30,1001117,1005,1162
453,22:40,1001117,1240,1162
454,22:50,1001117,1500,1162
455,07:50,1001125,275,1168
456,08:00,1001125,0,1168
457,08:10,1001125,80,1168
458,08:20,1001125,160,1168
459,08:30,1001125,270,1168
460,08:40,1001125,440,1168
461,08:50,1001125,575,1168
462,09:00,1001125,0,1168
463,09:10,1001125,140,1168
464,09:20,1001125,330,1168
465,09:30,1001125,465,1168
466,09:40,1001125,700,1168
467,09:50,1001125,875,1168
468,10:00,1001125,0,1168
469,10:10,1001125,180,1168
470,10:20,1001125,360,1168
471,10:30,1001125,540,1168
472,10:40,1001125,720,1168
473,10:50,1001125,900,1168
474,11:00,1001125,0,1168
475,11:10,1001125,180,1168
476,11:20,1001125,360,1168
477,11:30,1001125,540,1168
478,11:40,1001125,720,1168
479,11:50,1001125,900,1168
480,12:00,1001125,0,1168
481,12:10,1001125,180,1168
482,12:20,1001125,360,1168
483,12:30,1001125,540,1168
484,12:40,1001125,720,1168
485,12:50,1001125,900,1168
486,13:00,1001125,0,1168
487,13:10,1001125,180,1168
488,13:20,1001125,360,1168
489,13:30,1001125,540,1168
490,13:40,1001125,720,1168
491,13:50,1001125,900,1168
492,14:00,1001125,0,1168
493,14:10,1001125,180,1168
494,14:20,1001125,360,1168
495,14:30,1001125,540,1168
496,14:40,1001125,720,1168
497,14:50,1001125,900,1168
498,15:00,1001125,0,1168
499,15:10,1001125,180,1168
500,15:20,1001125,360,1168
501,15:30,1001125,540,1168
502,15:40,1001125,720,1168
503,15:50,1001125,900,1168
504,16:00,1001125,0,1168
505,16:10,1001125,180,1168
506,16:20,1001125,360,1168
507,16:30,1001125,540,1168
508,16:40,1001125,720,1168
509,16:50,1001125,900,1168
510,17:00,1001125,0,1168
511,17:10,1001125,180,1168
512,17:20,1001125,360,1168
513,17:30,1001125,540,1168
514,17:40,1001125,720,1168
515,17:50,1001125,900,1168
516,18:00,1001125,0,1168
517,18:10,1001125,180,1168
518,18:20,1001125,360,1168
519,18:30,1001125,540,1168
520,18:40,1001125,720,1168
521,18:50,1001125,900,1168
522,19:00,1001125,0,1168
523,19:10,1001125,180,1168
524,19:20,1001125,360,1168
525,19:30,1001125,540,1168
526,19:40,1001125,720,1168
527,19:50,1001125,900,1168
528,20:00,1001125,0,1168
529,20:10,1001125,180,1168
530,20:20,1001125,360,1168
531,20:30,1001125,540,1168
532,20:40,1001125,720,1168
533,20:50,1001125,900,1168
534,21:00,1001125,0,1168
535,21:10,1001125,180,1168
536,21:20,1001125,360,1168
537,21:30,1001125,540,1168
538,21:40,1001125,720,1168
539,21:50,1001125,900,1168
540,22:00,1001125,0,1168
541,22:10,1001125,175,1168
542,22:20,1001125,330,1168
543,22:30,1001125,480,1168
544,22:40,1001125,580,1168
545,22:50,1001125,675,1168
546,07:50,1001130,450,1174
547,08:00,1001130,0,1174
548,08:10,1001130,110,1174
549,08:20,1001130,250,1174
550,08:30,1001130,390,1174
551,08:40,1001130,780,1174
552,08:50,1001130,900,1174
553,09:00,1001130,0,1174
554,09:10,1001130,200,1174
555,09:20,1001130,460,1174
556,09:30,1001130,630,1174
557,09:40,1001130,1000,1174
558,09:50,1001130,1250,1174
559,10:00,1001130,0,1174
560,10:10,1001130,265,1174
561,10:20,1001130,530,1174
562,10:30,1001130,795,1174
563,10:40,1001130,1060,1174
564,10:50,1001130,1325,1174
565,11:00,1001130,0,1174
566,11:10,1001130,265,1174
567,11:20,1001130,530,1174
568,11:30,1001130,795,1174
569,11:40,1001130,1060,1174
570,11:50,1001130,1325,1174
571,12:00,1001130,0,1174
572,12:10,1001130,265,1174
573,12:20,1001130,530,1174
574,12:30,1001130,795,1174
575,12:40,1001130,1060,1174
576,12:50,1001130,1325,1174
577,13:00,1001130,0,1174
578,13:10,1001130,265,1174
579,13:20,1001130,530,1174
580,13:30,1001130,795,1174
581,13:40,1001130,1060,1174
582,13:50,1001130,1325,1174
583,14:00,1001130,0,1174
584,14:10,1001130,265,1174
585,14:20,1001130,530,1174
586,14:30,1001130,795,1174
587,14:40,1001130,1060,1174
588,14:50,1001130,1325,1174
589,15:00,1001130,0,1174
590,15:10,1001130,265,1174
591,15:20,1001130,530,1174
592,15:30,1001130,795,1174
593,15:40,1001130,1060,1174
594,15:50,1001130,1325,1174
595,16:00,1001130,0,1174
596,16:10,1001130,265,1174
597,16:20,1001130,530,1174
598,16:30,1001130,795,1174
599,16:40,1001130,1060,1174
600,16:50,1001130,1325,1174
601,17:00,1001130,0,1174
602,17:10,1001130,265,1174
603,17:20,1001130,530,1174
604,17:30,1001130,795,1174
605,17:40,1001130,1060,1174
606,17:50,1001130,1325,1174
607,18:00,1001130,0,1174
608,18:10,1001130,265,1174
609,18:20,1001130,530,1174
610,18:30,1001130,795,1174
611,18:40,1001130,1060,1174
612,18:50,1001130,1325,1174
613,19:00,1001130,0,1174
614,19:10,1001130,265,1174
615,19:20,1001130,530,1174
616,19:30,1001130,795,1174
617,19:40,1001130,1060,1174
618,19:50,1001130,1325,1174
619,20:00,1001130,0,1174
620,20:10,1001130,265,1174
621,20:20,1001130,530,1174
622,20:30,1001130,795,1174
623,20:40,1001130,1060,1174
624,20:50,1001130,1325,1174
625,21:00,1001130,0,1174
626,21:10,1001130,265,1174
627,21:20,1001130,530,1174
628,21:30,1001130,795,1174
629,21:40,1001130,1060,1174
630,21:50,1001130,1325,1174
631,22:00,1001130,0,1174
632,22:10,1001130,260,1174
633,22:20,1001130,500,1174
634,22:30,1001130,660,1174
635,22:40,1001130,800,1174
636,22:50,1001130,950,1174
637,07:50,1001138,650,1176
638,08:00,1001138,0,1176
639,08:10,1001138,165,1176
640,08:20,1001138,390,1176
641,08:30,1001138,600,1176
642,08:40,1001138,960,1176
643,08:50,1001138,1175,1176
644,09:00,1001138,0,1176
645,09:10,1001138,285,1176
646,09:20,1001138,620,1176
647,09:30,1001138,915,1176
648,09:40,1001138,1420,1176
649,09:50,1001138,1775,1176
650,10:00,1001138,0,1176
651,10:10,1001138,375,1176
652,10:20,1001138,750,1176
653,10:30,1001138,1125,1176
654,10:40,1001138,1500,1176
655,10:50,1001138,1875,1176
656,11:00,1001138,0,1176
657,11:10,1001138,375,1176
658,11:20,1001138,750,1176
659,11:30,1001138,1125,1176
660,11:40,1001138,1500,1176
661,11:50,1001138,1875,1176
662,12:00,1001138,0,1176
663,12:10,1001138,375,1176
664,12:20,1001138,750,1176
665,12:30,1001138,1125,1176
666,12:40,1001138,1500,1176
667,12:50,1001138,1875,1176
668,13:00,1001138,0,1176
669,13:10,1001138,375,1176
670,13:20,1001138,750,1176
671,13:30,1001138,1125,1176
672,13:40,1001138,1500,1176
673,13:50,1001138,1875,1176
674,14:00,1001138,0,1176
675,14:10,1001138,375,1176
676,14:20,1001138,750,1176
677,14:30,1001138,1125,1176
678,14:40,1001138,1500,1176
679,14:50,1001138,1875,1176
680,15:00,1001138,0,1176
681,15:10,1001138,375,1176
682,15:20,1001138,750,1176
683,15:30,1001138,1125,1176
684,15:40,1001138,1500,1176
685,15:50,1001138,1875,1176
686,16:00,1001138,0,1176
687,16:10,1001138,375,1176
688,16:20,1001138,750,1176
689,16:30,1001138,1125,1176
690,16:40,1001138,1500,1176
691,16:50,1001138,1875,1176
692,17:00,1001138,0,1176
693,17:10,1001138,375,1176
694,17:20,1001138,750,1176
695,17:30,1001138,1125,1176
696,17:40,1001138,1500,1176
697,17:50,1001138,1875,1176
698,18:00,1001138,0,1176
699,18:10,1001138,375,1176
700,18:20,1001138,750,1176
701,18:30,1001138,1125,1176
702,18:40,1001138,1500,1176
703,18:50,1001138,1875,1176
704,19:00,1001138,0,1176
705,19:10,1001138,375,1176
706,19:20,1001138,750,1176
707,19:30,1001138,1125,1176
708,19:40,1001138,1500,1176
709,19:50,1001138,1875,1176
710,20:00,1001138,0,1176
711,20:10,1001138,375,1176
712,20:20,1001138,750,1176
713,20:30,1001138,1125,1176
714,20:40,1001138,1500,1176
715,20:50,1001138,1875,1176
716,21:00,1001138,0,1176
717,21:10,1001138,375,1176
718,21:20,1001138,750,1176
719,21:30,1001138,1125,1176
720,21:40,1001138,1500,1176
721,21:50,1001138,1875,1176
722,22:00,1001138,0,1176
723,22:10,1001138,350,1176
724,22:20,1001138,680,1176
725,22:30,1001138,915,1176
726,22:40,1001138,1120,1176
727,22:50,1001138,1275,1176
728,07:50,1001139,400,1178
729,08:00,1001139,0,1178
730,08:10,1001139,115,1178
731,08:20,1001139,270,1178
732,08:30,1001139,495,1178
733,08:40,1001139,800,1178
734,08:50,1001139,975,1178
735,09:00,1001139,0,1178
736,09:10,1001139,250,1178
737,09:20,1001139,570,1178
738,09:30,1001139,810,1178
739,09:40,1001139,1280,1178
740,09:50,1001139,1575,1178
741,10:00,1001139,0,1178
742,10:10,1001139,330,1178
743,10:20,1001139,660,1178
744,10:30,1001139,990,1178
745,10:40,1001139,1320,1178
746,10:50,1001139,1650,1178
747,11:00,1001139,0,1178
748,11:10,1001139,330,1178
749,11:20,1001139,660,1178
750,11:30,1001139,990,1178
751,11:40,1001139,1320,1178
752,11:50,1001139,1650,1178
753,12:00,1001139,0,1178
754,12:10,1001139,330,1178
755,12:20,1001139,660,1178
756,12:30,1001139,990,1178
757,12:40,1001139,1320,1178
758,12:50,1001139,1650,1178
759,13:00,1001139,0,1178
760,13:10,1001139,330,1178
761,13:20,1001139,660,1178
762,13:30,1001139,990,1178
763,13:40,1001139,1320,1178
764,13:50,1001139,1650,1178
765,14:00,1001139,0,1178
766,14:10,1001139,330,1178
767,14:20,1001139,660,1178
768,14:30,1001139,990,1178
769,14:40,1001139,1320,1178
770,14:50,1001139,1650,1178
771,15:00,1001139,0,1178
772,15:10,1001139,330,1178
773,15:20,1001139,660,1178
774,15:30,1001139,990,1178
775,15:40,1001139,1320,1178
776,15:50,1001139,1650,1178
777,16:00,1001139,0,1178
778,16:10,1001139,330,1178
779,16:20,1001139,660,1178
780,16:30,1001139,990,1178
781,16:40,1001139,1320,1178
782,16:50,1001139,1650,1178
783,17:00,1001139,0,1178
784,17:10,1001139,330,1178
785,17:20,1001139,660,1178
786,17:30,1001139,990,1178
787,17:40,1001139,1320,1178
788,17:50,1001139,1650,1178
789,18:00,1001139,0,1178
790,18:10,1001139,330,1178
791,18:20,1001139,660,1178
792,18:30,1001139,990,1178
793,18:40,1001139,1320,1178
794,18:50,1001139,1650,1178
795,19:00,1001139,0,1178
796,19:10,1001139,330,1178
797,19:20,1001139,660,1178
798,19:30,1001139,990,1178
799,19:40,1001139,1320,1178
800,19:50,1001139,1650,1178
801,20:00,1001139,0,1178
802,20:10,1001139,330,1178
803,20:20,1001139,660,1178
804,20:30,1001139,990,1178
805,20:40,1001139,1320,1178
806,20:50,1001139,1650,1178
807,21:00,1001139,0,1178
808,21:10,1001139,330,1178
809,21:20,1001139,660,1178
810,21:30,1001139,990,1178
811,21:40,1001139,1320,1178
812,21:50,1001139,1650,1178
813,22:00,1001139,0,1178
814,22:10,1001139,325,1178
815,22:20,1001139,620,1178
816,22:30,1001139,900,1178
817,22:40,1001139,1100,1178
818,22:50,1001139,1300,1178
819,07:50,1001140,375,1180
820,08:00,1001140,0,1180
821,08:10,1001140,115,1180
822,08:20,1001140,270,1180
823,08:30,1001140,390,1180
824,08:40,1001140,660,1180
825,08:50,1001140,750,1180
826,09:00,1001140,0,1180
827,09:10,1001140,195,1180
828,09:20,1001140,460,1180
829,09:30,1001140,675,1180
830,09:40,1001140,1020,1180
831,09:50,1001140,1200,1180
832,10:00,1001140,0,1180
833,10:10,1001140,250,1180
834,10:20,1001140,500,1180
835,10:30,1001140,750,1180
836,10:40,1001140,1000,1180
837,10:50,1001140,1250,1180
838,11:00,1001140,0,1180
839,11:10,1001140,250,1180
840,11:20,1001140,500,1180
841,11:30,1001140,750,1180
842,11:40,1001140,1000,1180
843,11:50,1001140,1250,1180
844,12:00,1001140,0,1180
845,12:10,1001140,250,1180
846,12:20,1001140,500,1180
847,12:30,1001140,750,1180
848,12:40,1001140,1000,1180
849,12:50,1001140,1250,1180
850,13:00,1001140,0,1180
851,13:10,1001140,250,1180
852,13:20,1001140,500,1180
853,13:30,1001140,750,1180
854,13:40,1001140,1000,1180
855,13:50,1001140,1250,1180
856,14:00,1001140,0,1180
857,14:10,1001140,250,1180
858,14:20,1001140,500,1180
859,14:30,1001140,750,1180
860,14:40,1001140,1000,1180
861,14:50,1001140,1250,1180
862,15:00,1001140,0,1180
863,15:10,1001140,250,1180
864,15:20,1001140,500,1180
865,15:30,1001140,750,1180
866,15:40,1001140,1000,1180
867,15:50,1001140,1250,1180
868,16:00,1001140,0,1180
869,16:10,1001140,250,1180
870,16:20,1001140,500,1180
871,16:30,1001140,750,1180
872,16:40,1001140,1000,1180
873,16:50,1001140,1250,1180
874,17:00,1001140,0,1180
875,17:10,1001140,250,1180
876,17:20,1001140,500,1180
877,17:30,1001140,750,1180
878,17:40,1001140,1000,1180
879,17:50,1001140,1250,1180
880,18:00,1001140,0,1180
881,18:10,1001140,250,1180
882,18:20,1001140,500,1180
883,18:30,1001140,750,1180
884,18:40,1001140,1000,1180
885,18:50,1001140,1250,1180
886,19:00,1001140,0,1180
887,19:10,1001140,250,1180
888,19:20,1001140,500,1180
889,19:30,1001140,750,1180
890,19:40,1001140,1000,1180
891,19:50,1001140,1250,1180
892,20:00,1001140,0,1180
893,20:10,1001140,250,1180
894,20:20,1001140,500,1180
895,20:30,1001140,750,1180
896,20:40,1001140,1000,1180
897,20:50,1001140,1250,1180
898,21:00,1001140,0,1180
899,21:10,1001140,250,1180
900,21:20,1001140,500,1180
901,21:30,1001140,750,1180
902,21:40,1001140,1000,1180
903,21:50,1001140,1250,1180
904,22:00,1001140,0,1180
905,22:10,1001140,235,1180
906,22:20,1001140,450,1180
907,22:30,1001140,645,1180
908,22:40,1001140,820,1180
909,22:50,1001140,925,1180
910,07:50,1001219,775,1202
911,08:00,1001219,0,1202
912,08:10,1001219,195,1202
913,08:20,1001219,440,1202
914,08:30,1001219,660,1202
915,08:40,1001219,1100,1202
916,08:50,1001219,1200,1202
917,09:00,1001219,0,1202
918,09:10,1001219,285,1202
919,09:20,1001219,600,1202
920,09:30,1001219,900,1202
921,09:40,1001219,1360,1202
922,09:50,1001219,1750,1202
923,10:00,1001219,0,1202
924,10:10,1001219,365,1202
925,10:20,1001219,730,1202
